ID number,Source Plate&Well,384-Barcode,384-Well,384-Barcode&Well,Chemical name,Formula,MolWt,CAS number
BIOMOL,344H02,SL-000-1218,P03,SL-000-1218P03,Salsoline,,193.2,101467-40-7
BIOMOL,344A03,SL-000-1218,B05,SL-000-1218B05,Vinorelbine base,,778.9,71486-22-1
BIOMOL,344B03,SL-000-1218,D05,SL-000-1218D05,Oxyacanthine sulfate,,704.8,548-40-3
BIOMOL,344C03,SL-000-1218,F05,SL-000-1218F05,Cafestol acetate,,358.5,81760-48-7
BIOMOL,344D03,SL-000-1218,H05,SL-000-1218H05,Diosmetine,,300.2,520-34-3
BIOMOL,344E03,SL-000-1218,J05,SL-000-1218J05,Honokiol,,266.3,35354-74-6
BIOMOL,344F03,SL-000-1218,L05,SL-000-1218L05,"Oxocafestol, 16-",,284.4,108664-98-8
BIOMOL,344G03,SL-000-1218,N05,SL-000-1218N05,Yangonin,,258.3,500-62-9
BIOMOL,344H03,SL-000-1218,P05,SL-000-1218P05,Galangine,,270.2,548-83-4
BIOMOL,344A04,SL-000-1218,B07,SL-000-1218B07,"Andrographolide, dehydro-",,332.4,
BIOMOL,344B04,SL-000-1218,D07,SL-000-1218D07,Carnosic acid,,332.4,3650-09-7
BIOMOL,344C04,SL-000-1218,F07,SL-000-1218F07,Diosmin,,608.5,520-27-4
BIOMOL,344D04,SL-000-1218,H07,SL-000-1218H07,Hypocrellin A,,546.5,77029-83-5
BIOMOL,344E04,SL-000-1218,J07,SL-000-1218J07,"Oxokahweol, 16-",,282.4,108664-99-9
BIOMOL,344F04,SL-000-1218,L07,SL-000-1218L07,"Schisandrin A, R(+)-",,416.5,61281-38-7
BIOMOL,344G04,SL-000-1218,N07,SL-000-1218N07,Bergapten,,216.2,484-20-8
BIOMOL,344H04,SL-000-1218,P07,SL-000-1218P07,Lavendustin A,,381.4,125697-92-9
BIOMOL,344A05,SL-000-1218,B09,SL-000-1218B09,"Dihydroxy-4'-methoxy-chalcone, 2',6'-",,270.2,18956-15-5
BIOMOL,344B05,SL-000-1218,D09,SL-000-1218D09,Bleomycin,,1415.6,9041-93-4
BIOMOL,344C05,SL-000-1218,F09,SL-000-1218F09,Gelsemine HCl,,358.8,35306-33-3
BIOMOL,344D05,SL-000-1218,H09,SL-000-1218H09,Chartreusin,,640.6,6377-18-0
BIOMOL,344E05,SL-000-1218,J09,SL-000-1218J09,Senecionine,,335.1,130-01-8
BIOMOL,344F05,SL-000-1218,L09,SL-000-1218L09,Geraldol,,300.2,21511-25-1
BIOMOL,344G05,SL-000-1218,N09,SL-000-1218N09,Coumestrol,,268.2,479-13-0
BIOMOL,344H05,SL-000-1218,P09,SL-000-1218P09,"Dihydrolysergol, 9,10-",,256.3,18051-16-6
BIOMOL,344A06,SL-000-1218,B11,SL-000-1218B11,Diindolylmethane,,246.3,1968-05-04
BIOMOL,344B06,SL-000-1218,D11,SL-000-1218D11,Ferulic acid,,194.2,1135-24-6
BIOMOL,344C06,SL-000-1218,F11,SL-000-1218F11,Amygdalin,,457.4,29883-15-6
BIOMOL,344D06,SL-000-1218,H11,SL-000-1218H11,Geniposide,,388.4,24512-63-8
BIOMOL,344E06,SL-000-1218,J11,SL-000-1218J11,Anisodamine,,386.3,55869-99-3
BIOMOL,344F06,SL-000-1218,L11,SL-000-1218L11,Hirsutine,,368.5,7729-23-9
BIOMOL,344G06,SL-000-1218,N11,SL-000-1218N11,Aphidicolin,,338.5,38966-21-1
BIOMOL,344H06,SL-000-1218,P11,SL-000-1218P11,Indole-3-carbinol,,147.2,700-06-1
BIOMOL,344A07,SL-000-1218,B13,SL-000-1218B13,Sclerotiorin,,390.8,549-23-5
00100003,120801A02,SL-000-1221,A03,SL-000-1221A03,ANDIROBIN,C27H32O7,468.55189,6488-63-7
00100005,120801A03,SL-000-1221,A05,SL-000-1221A05,ANTHOTHECOL,C28H32O7,480.56304,10410-83-0
00100006,120801A04,SL-000-1221,A07,SL-000-1221A07,BUSSEIN,C43H54O18,858.89903,41060-14-4
00100008,120801A05,SL-000-1221,A09,SL-000-1221A09,CARAPIN,C27H32O7,468.55189,3463-88-5
00100009,120801A06,SL-000-1221,A11,SL-000-1221A11,CEDRELONE,C26H30O5,422.526,1254-85-9
00100012,120801A07,SL-000-1221,A13,SL-000-1221A13,DEACETYLGEDUNIN,C26H32O6,440.54134,
00100013,120801A08,SL-000-1221,A15,SL-000-1221A15,3-DEACETYLKHIVORIN,C30H40O9,544.6479,
00100014,120801A09,SL-000-1221,A17,SL-000-1221A17,7-DEACETYLKHIVORIN,C30H40O9,544.6479,
00100024,120801A10,SL-000-1221,A19,SL-000-1221A19,DIHYDROGEDUNIN,C28H36O7,484.59492,
00100031,120801A11,SL-000-1221,A21,SL-000-1221A21,FISSINOLIDE,C29H36O8,512.60547,1915-69-1
00100032,120801B02,SL-000-1221,C03,SL-000-1221C03,GEDUNIN,C28H34O7,482.57898,2753-30-2
00100047,120801B03,SL-000-1221,C05,SL-000-1221C05,DEACETOXY-7-OXOGEDUNIN,C26H30O6,438.5254,
00100048,120801B04,SL-000-1221,C07,SL-000-1221C07,7-DEACETOXY-7-OXOKHIVORIN,C30H38O9,542.63196,15004-51-0
00100049,120801B05,SL-000-1221,C09,SL-000-1221C09,KHAYANTHONE,C32H42O9,570.68614,25279-68-9
00100050,120801B06,SL-000-1221,C11,SL-000-1221C11,KHAYASIN,C32H42O8,554.68674,
00100058,120801B07,SL-000-1221,C13,SL-000-1221C13,6-HYDROXYANGOLENSIC ACID METHYL ESTER,C27H34O8,486.56723,
00100060,120801B08,SL-000-1221,C15,SL-000-1221C15,MEXICANOLIDE,C27H32O7,468.55189,1915-67-9
00100081,120801B09,SL-000-1221,C17,SL-000-1221C17,UTILIN,C41H52O17,816.86139,31218-22-1
00100096,120801B10,SL-000-1221,C19,SL-000-1221C19,3-DEOXY-3beta-HYDROXYANGOLENSIC ACID METHYL ESTER,C27H36O7,472.58377,
00100101,120801B11,SL-000-1221,C21,SL-000-1221C21,PRENYLETIN,C14H14O4,246.26528,15870-91-4
00100102,120801C02,SL-000-1221,E03,SL-000-1221E03,CARAPIN-8(9)-ENE,C27H30O7,466.53595,
00100103,120801C03,SL-000-1221,E05,SL-000-1221E05,KHAYASIN C,C31H40O8,540.65965,
00100105,120801C04,SL-000-1221,E07,SL-000-1221E07,"8beta-HYDROXYCARAPIN, 3,8-HEMIACETAL",C27H32O8,484.55129,
00100114,120801C05,SL-000-1221,E09,SL-000-1221E09,3alpha-HYDROXY-3-DEOXYANGOLENSIC ACID METHYL ESTER,C27H36O7,472.58377,
00100117,120801C06,SL-000-1221,E11,SL-000-1221E11,HYDROLYSIS PRODUCT OF BUSSEIN,C32H40O14,648.6672,
00100123,120801C07,SL-000-1221,E13,SL-000-1221E13,SWIETENOLIDE DIACETATE,C31H38O10,570.64251,
00100129,120801C08,SL-000-1221,E15,SL-000-1221E15,8-HYDROXYCARAPINIC ACID,C26H30O8,470.5242,
00100139,120801C09,SL-000-1221,E17,SL-000-1221E17,DEOXYKHIVORIN,C32H42O9,570.68614,
00100146,120801C10,SL-000-1221,E19,SL-000-1221E19,"7-DESACETOXY-6,7-DEHYDROGEDUNIN",C26H30O5,422.526,
00100162,120801C11,SL-000-1221,E21,SL-000-1221E21,KHIVORIN,C32H42O10,586.68554,2524-38-1
00100173,120801D02,SL-000-1221,G03,SL-000-1221G03,EPOXYGEDUNIN,C28H34O8,498.57838,
00100194,120801D03,SL-000-1221,G05,SL-000-1221G05,DEOXYANDIROBIN LACTONE,C26H32O6,440.54134,
00100201,120801D04,SL-000-1221,G07,SL-000-1221G07,3-DEOXO-3beta-ACETOXYDEOXYDIHYDROGEDUNIN,C30H40O7,512.6491,
00100199,120801D05,SL-000-1221,G09,SL-000-1221G09,DEOXYGEDUNOL ACETATE,C30H38O7,510.63316,
00100205,120801D06,SL-000-1221,G11,SL-000-1221G11,3alpha-ACETOXYDIHYDRODEOXYGEDUNIN,C30H40O7,512.6491,
00100222,120801D07,SL-000-1221,G13,SL-000-1221G13,3-DEOXO-3beta-HYDROXYMEXICANOLIDE 16-ENOL ETHER,C28H36O7,484.59492,
00100223,120801D08,SL-000-1221,G15,SL-000-1221G15,"1,2alpha-EPOXYDEACETOXYDIHYDROGEDUNIN",C26H32O7,456.54074,
00100267,120801D09,SL-000-1221,G17,SL-000-1221G17,TOTAROL ACETATE,C22H32O2,328.49914,
00100271,120801D10,SL-000-1221,G19,SL-000-1221G19,TOTARALOLAL,C20H28O2,300.44496,
00100286,120801D11,SL-000-1221,G21,SL-000-1221G21,PODOTOTARIN,C40H58O2,570.90706,
00100287,120801E02,SL-000-1221,I03,SL-000-1221I03,TOTAROL,C20H30O,286.4615,511-15-9
00100290,120801E03,SL-000-1221,I05,SL-000-1221I05,"2,3-DIHYDROISOGEDUNIN",C28H36O7,484.59492,
00100291,120801E04,SL-000-1221,I07,SL-000-1221I07,STROPHANTHIDIN,C23H32O6,404.50789,66-28-4
00100298,120801E05,SL-000-1221,I09,SL-000-1221I09,SMILAGENIN ACETATE,C29H46O4,458.68757,
00100301,120801E06,SL-000-1221,I11,SL-000-1221I11,TOMATIDINE HYDROCHLORIDE,C27H46ClNO2,452.12617,69004-03-1
00100303,120801E07,SL-000-1221,I13,SL-000-1221I13,ALLOPREGNANOLONE,C21H34O2,318.50393,
00100305,120801E08,SL-000-1221,I15,SL-000-1221I15,3beta-HYDROXYISOALLOSPIROST-9(11)-ENE,C27H42O3,414.63399,
00100310,120801E09,SL-000-1221,I17,SL-000-1221I17,HECOGENIN ACETATE,C29H44O5,472.67103,915-35-5
00100315,120801E10,SL-000-1221,I19,SL-000-1221I19,TIGOGENIN,C27H44O3,416.64993,77-60-1
00100318,120801E11,SL-000-1221,I21,SL-000-1221I21,DIOSGENIN,C27H42O3,414.63399,512-04-9
00100346,120801F02,SL-000-1221,K03,SL-000-1221K03,PICROTIN,C15H18O7,310.30651,21416-53-5
00100355,120801F03,SL-000-1221,K05,SL-000-1221K05,"1,3-DIDEACETYL-7-DEACETOXY-7-OXOKHIVORIN",C26H34O7,458.55668,
00100358,120801F04,SL-000-1221,K07,SL-000-1221K07,"1,7-DIDEACETOXY-1,7-DIOXO-3-DEACETYLKHIVORIN",C26H32O7,456.54074,
00100359,120801F05,SL-000-1221,K09,SL-000-1221K09,"3,16-DIDEOXYMEXICANOLIDE-3beta-DIOL",C27H36O7,472.58377,
00100360,120801F06,SL-000-1221,K11,SL-000-1221K11,beta-AMYRIN,C30H50O,426.7324,559-70-6
00100424,120801F07,SL-000-1221,K13,SL-000-1221K13,XYLOCARPUS A,C31H38O11,586.64191,
00100432,120801F08,SL-000-1221,K15,SL-000-1221K15,DEOXYGEDUNIN,C28H34O6,466.57958,
00100447,120801F09,SL-000-1221,K17,SL-000-1221K17,DEACETOXY(7)-7-OXOKHIVORINIC ACID,C27H36O10,520.58197,
00100455,120801F10,SL-000-1221,K19,SL-000-1221K19,MEROGEDUNIN,C21H28O4,344.45491,
00100465,120801F11,SL-000-1221,K21,SL-000-1221K21,DIHYDROFISSINOLIDE,C29H38O8,514.62141,
00100492,120801G02,SL-000-1221,M03,SL-000-1221M03,beta-DIHYDROGEDUNOL,C28H38O7,486.61086,
00100497,120801G03,SL-000-1221,M05,SL-000-1221M05,3beta-ACETOXYDEOXODIHYDROGEDUNIN,C30H40O8,528.6485,
00100513,120801G04,SL-000-1221,M07,SL-000-1221M07,PTAEROXYLIN,C15H14O4,258.27643,14729-11-4
00100517,120801G05,SL-000-1221,M09,SL-000-1221M09,ENTANDROPHRAGMIN,C43H56O17,844.91557,11013-05-1
00100520,120801G06,SL-000-1221,M11,SL-000-1221M11,LUNARINE,C25H31N3O4,437.54352,24185-51-1
00100528,120801G07,SL-000-1221,M13,SL-000-1221M13,PEUCENIN,C15H16O4,260.29237,578-72-3
00100529,120801G08,SL-000-1221,M15,SL-000-1221M15,"HETEROPEUCENIN, METHYL ETHER",C16H18O4,274.31946,26213-95-6
00100537,120801G09,SL-000-1221,M17,SL-000-1221M17,SOLASODINE,C27H43NO2,413.64926,126-17-0
00100540,120801G10,SL-000-1221,M19,SL-000-1221M19,OBLIQUIN,C14H12O4,244.24934,
00100541,120801G11,SL-000-1221,M21,SL-000-1221M21,DICTAMNINE,C12H9NO2,199.21103,484-29-7
00100550,120801H02,SL-000-1221,O03,SL-000-1221O03,OLEANOIC ACID,C30H48O3,456.71526,508-02-1
00100551,120801H03,SL-000-1221,O05,SL-000-1221O05,FRIEDELIN,C30H50O,426.7324,559-74-0
00100552,120801H04,SL-000-1221,O07,SL-000-1221O07,beta-AMYRIN ACETATE,C32H52O2,468.77004,1616-93-9
00100563,120801H05,SL-000-1221,O09,SL-000-1221O09,OXONITINE,C33H43NO12,645.71016,
00100566,120801H06,SL-000-1221,O11,SL-000-1221O11,DEOXYCHOLIC ACID,C24H40O4,392.584,88-44-3
00100572,120801H07,SL-000-1221,O13,SL-000-1221O13,FRAXIDIN METHYL ETHER,C12H12O5,236.22644,
00100576,120801H08,SL-000-1221,O15,SL-000-1221O15,TRIDESACETOXYKHIVORIN,C26H36O7,460.57262,
00100577,120801H09,SL-000-1221,O17,SL-000-1221O17,SAFROLGLYCOL,C10H12O4,196.20474,
00100584,120801H10,SL-000-1221,O19,SL-000-1221O19,GITOXIGENIN DIACETATE,C27H38O7,474.59971,5996-03-2
00100585,120801H11,SL-000-1221,O21,SL-000-1221O21,"1,7-DIDEACETOXY-1,7-DIOXOKHIVORIN",C28H34O8,498.57838,
00100595,120802A02,SL-000-1221,A04,SL-000-1221A04,COTARNINE CHLORIDE,C12H14ClNO3,255.70328,"10018-19-6, 82-54-2 [cotarnine]"
00100599,120802A03,SL-000-1221,A06,SL-000-1221A06,2-METHYL GRAMINE,C12H16N2,188.27472,
00100604,120802A04,SL-000-1221,A08,SL-000-1221A08,"13-METHYL-4,4-BISNOR-8,11,13-PODOCARPATRIEN-3-ONE",C16H20O,228.3372,
00100609,120802A05,SL-000-1221,A10,SL-000-1221A10,XANTHYLETIN,C14H12O3,228.24994,553-19-5
00100612,120802A06,SL-000-1221,A12,SL-000-1221A12,"TOTAROL-19-CARBOXYLIC ACID, METHYL ESTER",C21H30O3,330.47145,
00100615,120802A07,SL-000-1221,A14,SL-000-1221A14,CHUKRASIN METHYL ETHER,C43H58O16,830.93211,
00100616,120802A08,SL-000-1221,A16,SL-000-1221A16,ANGOLENSIN (R),C16H16O4,272.30352,4842-48-2
00100638,120802A09,SL-000-1221,A18,SL-000-1221A18,"7beta-HYDROXY-7-DESACETOXYKHIVORINIC ACID, METHYL ESTER",C28H40O10,536.625,
00100650,120802A10,SL-000-1221,A20,SL-000-1221A20,"DESACETYL (7)KHIVORINIC ACID, METHYL ESTER",C28H40O10,536.625,
00100652,120802A11,SL-000-1221,A22,SL-000-1221A22,"DIHYDROXY (3alpha,12alpha)PREGNAN-20-ONE",C21H34O3,334.50333,
00100489,120802B02,SL-000-1221,C04,SL-000-1221C04,"DIHYDROGEDUNINIC ACID, METHYL ESTER",C26H36O8,476.57202,
00100688,120802B03,SL-000-1221,C06,SL-000-1221C06,DIGOXIGENIN,C23H34O5,390.52443,1672-46-4
00100698,120802B04,SL-000-1221,C08,SL-000-1221C08,CYMARIN,C30H44O9,548.67978,508-77-0
00100743,120802B05,SL-000-1221,C10,SL-000-1221C10,HOMOPTEROCARPIN,C17H16O4,284.31467,606-91-7
00100749,120802B06,SL-000-1221,C12,SL-000-1221C12,STROPHANTHIDINIC ACID LACTONE ACETATE,C25H32O7,444.52959,
00102007,120802B07,SL-000-1221,C14,SL-000-1221C14,FORMONONETIN,C16H12O4,268.27164,485-72-3
00102035,120802B08,SL-000-1221,C16,SL-000-1221C16,3beta-HYDROXYDEOXODIHYDRODEOXYGEDUNIN,C28H38O6,470.61146,
00102058,120802B09,SL-000-1221,C18,SL-000-1221C18,OLEANOLIC ACID ACETATE,C32H50O4,498.7529,4339-72-4
00102076,120802B10,SL-000-1221,C20,SL-000-1221C20,IMPERATORIN,C16H14O4,270.28758,482-44-0
00200002,120802B11,SL-000-1221,C22,SL-000-1221C22,"ORSELLINIC ACID, ETHYL ESTER",C10H12O4,196.20474,2524-37-0
00200004,120802C02,SL-000-1221,E04,SL-000-1221E04,12a-HYDROXY-9-DEMETHYLMUNDUSERONE-8-CARBOXYLIC ACID,C19H16O9,388.33397,
00200007,120802C03,SL-000-1221,E06,SL-000-1221E06,GAMBOGIC ACID,C38H44O8,628.76958,2752-65-0
00200010,120802C04,SL-000-1221,E08,SL-000-1221E08,HAEMATOXYLIN,C16H14O6,302.28638,517-28-2
00200011,120802C05,SL-000-1221,E10,SL-000-1221E10,MUNDULONE,C26H26O6,434.49352,481-94-7
00200012,120802C06,SL-000-1221,E12,SL-000-1221E12,BRAZILIN,C16H14O5,286.28698,474-07-7
00200013,120802C07,SL-000-1221,E14,SL-000-1221E14,ROTENONE,C23H22O6,394.42819,83-79-4
00200015,120802C08,SL-000-1221,E16,SL-000-1221E16,ISOROTENONE,C23H22O6,394.42819,
00200022,120802C09,SL-000-1221,E18,SL-000-1221E18,AKLAVINE HYDROCHLORIDE,C30H36ClNO10,606.07512,60504-57-6 (aklavine)
00200033,120802C10,SL-000-1221,E20,SL-000-1221E20,LEOIDIN,C18H14Cl2O7,413.21408,105350-54-7
00200035,120802C11,SL-000-1221,E22,SL-000-1221E22,GANGALEOIDIN,C18H14Cl2O7,413.21408,55365-63-4
00200070,120802D02,SL-000-1221,G04,SL-000-1221G04,LECANORIC ACID,C16H14O7,318.28578,480-56-8
00200090,120802D03,SL-000-1221,G06,SL-000-1221G06,OBTUSAQUINONE,C16H14O3,254.28818,21105-15-7
00200110,120802D04,SL-000-1221,G08,SL-000-1221G08,ANTIAROL,C9H12O4,184.19359,642-71-7
00200111,120802D05,SL-000-1221,G10,SL-000-1221G10,THEAFLAVIN,C29H24O12,564.50743,4670-05-7
00200115,120802D06,SL-000-1221,G12,SL-000-1221G12,PECTOLINARIN,C29H34O15,622.58533,28978-02-1 
00200139,120802D07,SL-000-1221,G14,SL-000-1221G14,"ISOTECTORIGENIN, 7-METHYL ETHER",C18H16O6,328.32462,
00200208,120802D08,SL-000-1221,G16,SL-000-1221G16,ASARYLALDEHYDE,C10H12O4,196.20474,4460-86-0
00200243,120802D09,SL-000-1221,G18,SL-000-1221G18,GRISEOFULVIC ACID,C16H15ClO6,338.74735,469-54-5
00200258,120802D10,SL-000-1221,G20,SL-000-1221G20,"2',4'-DIHYDROXYCHALCONE 4'-GLUCOSIDE",C21H22O8,402.40469,
00200407,120802D11,SL-000-1221,G22,SL-000-1221G22,4'-HYDROXYCHALCONE,C15H12O2,224.26169,2657-25-2
00200413,120802E02,SL-000-1221,I04,SL-000-1221I04,"2,6-DIMETHOXYQUINONE",C8H8O4,168.15056,35069-70-6
00200422,120802E03,SL-000-1221,I06,SL-000-1221I06,KOPARIN,C16H12O6,300.27044,65048-75-1
00200424,120802E04,SL-000-1221,I08,SL-000-1221I08,"2,3,4-TRIHYDROXY-4'-ETHOXYBENZOPHENONE",C15H14O5,274.27583,
00200425,120802E05,SL-000-1221,I10,SL-000-1221I10,"2,3-DIHYDROXY-4-METHOXY-4'-ETHOXYBENZOPHENONE",C16H16O5,288.30292,
00200427,120802E06,SL-000-1221,I12,SL-000-1221I12,PISCIDIC ACID,C11H12O7,256.21409,35388-57-9
00200428,120802E07,SL-000-1221,I14,SL-000-1221I14,ROCCELLIC ACID,C17H32O4,300.44219,22139-54-4
00200441,120802E08,SL-000-1221,I16,SL-000-1221I16,XANTHOXYLIN,C10H12O4,196.20474,90-24-4
00200446,120802E09,SL-000-1221,I18,SL-000-1221I18,METHYLXANTHOXYLIN,C11H14O4,210.23183,23121-32-6
00200457,120802E10,SL-000-1221,I20,SL-000-1221I20,ANHYDROBRAZILIC ACID,C12H10O5,234.2105,
00200463,120802E11,SL-000-1221,I22,SL-000-1221I22,BRAZILEIN,C16H12O5,284.27104,600-76-0
00200484,120802F02,SL-000-1221,K04,SL-000-1221K04,"DEOXYSAPPANONE B 7,4'-DIMETHYL ETHER",C18H18O5,314.34116,
00200488,120802F03,SL-000-1221,K06,SL-000-1221K06,NORSTICTIC ACID PENTAACETATE,C28H24O15,600.49448,
00200499,120802F04,SL-000-1221,K08,SL-000-1221K08,ACACETIN,C16H12O5,284.27104,480-44-4
00200523,120802F05,SL-000-1221,K10,SL-000-1221K10,XANTHONE,C13H8O2,196.20751,90-47-1
00200640,120802F06,SL-000-1221,K12,SL-000-1221K12,3-METHYLORSELLINIC ACID,C9H10O4,182.17765,4707-46-4
00200690,120802F07,SL-000-1221,K14,SL-000-1221K14,2-BENZOYL-5-METHOXYBENZOQUINONE,C14H10O4,242.2334,
00200743,120802F08,SL-000-1221,K16,SL-000-1221K16,ERGOSTEROL,C28H44O,396.66228,57-87-4
00200744,120802F09,SL-000-1221,K18,SL-000-1221K18,ERGOSTEROL ACETATE,C32H50O2,466.7541,2418-45-3
00200759,120802F10,SL-000-1221,K20,SL-000-1221K20,IRETOL,C7H8O4,156.13941,
00200763,120802F11,SL-000-1221,K22,SL-000-1221K22,"IRIGENIN, 7-BENZYL ETHER",C25H22O8,450.44929,
00200774,120802G02,SL-000-1221,M04,SL-000-1221M04,IRIGENIN,C18H16O8,360.32342,548-76-5
00200789,120802G03,SL-000-1221,M06,SL-000-1221M06,DAIDZEIN,C15H10O4,254.24455,486-66-8
00200793,120802G04,SL-000-1221,M08,SL-000-1221M08,IRIDIN,C24H26O13,522.46702,491-74-7
00200798,120802G05,SL-000-1221,M10,SL-000-1221M10,"DALBERGIONE, 4-METHOXY-4'-HYDROXY-",C16H14O4,270.28758,
00200846,120802G06,SL-000-1221,M12,SL-000-1221M12,APIGENIN,C15H10O5,270.24395,520-36-5
00200848,120802G07,SL-000-1221,M14,SL-000-1221M14,"DEOXYSAPPANONE B 7,3'-DIMETHYL ETHER",C18H18O5,314.34116,
00200873,120802G08,SL-000-1221,M16,SL-000-1221M16,IRIGENIN TRIMETHYL ETHER,C21H22O8,402.40469,
00201078,120802G09,SL-000-1221,M18,SL-000-1221M18,VIOLASTYRENE,C17H18O3,270.33121,19034-96-9
00201092,120802G10,SL-000-1221,M20,SL-000-1221M20,4-METHOXYDALBERGIONE,C16H14O3,254.28818,4646-86-0
00201136,120802G11,SL-000-1221,M22,SL-000-1221M22,SAPPANONE A DIMETHYL ETHER,C18H16O5,312.32522,
00201154,120802H02,SL-000-1221,O04,SL-000-1221O04,DEHYDROROTENONE,C23H20O6,392.41225,30990-44-4
00201177,120802H03,SL-000-1221,O06,SL-000-1221O06,DUARTIN (-),C18H20O6,332.3565,52305-04-1
00201227,120802H04,SL-000-1221,O08,SL-000-1221O08,NONIC ACID,C9H16O4,188.22547,
00201281,120802H05,SL-000-1221,O10,SL-000-1221O10,DALBERGIONE,C15H12O2,224.26169,
00201315,120802H06,SL-000-1221,O12,SL-000-1221O12,"7,8-DIHYDROXYFLAVONE",C15H10O4,254.24455,38183-03-8
00201331,120802H07,SL-000-1221,O14,SL-000-1221O14,DEOXYSAPPANONE B TRIMETHYL ETHER,C19H20O5,328.36825,
00201342,120802H08,SL-000-1221,O16,SL-000-1221O16,"DEOXYSAPPANONE B 7,3'-DIMETHYL ETHER ACETATE",C20H20O6,356.3788,
00201364,120802H09,SL-000-1221,O18,SL-000-1221O18,"DUARTIN, DIMETHYL ETHER",C20H24O6,360.41068,
00201448,120802H10,SL-000-1221,O20,SL-000-1221O20,"4,4'-DIMETHOXYDALBERGIONE",C17H16O4,284.31467,
00201449,120802H11,SL-000-1221,O22,SL-000-1221O22,DIHYDROROTENONE,C23H24O6,396.44413,
00201466,120803A02,SL-000-1221,B03,SL-000-1221B03,"MANDELIC ACID, METHYL ESTER",C9H10O3,166.17825,
00201477,120803A03,SL-000-1221,B05,SL-000-1221B05,MUNDOSERONE,C19H18O6,342.35171,3564-85-0
00201515,120803A04,SL-000-1221,B07,SL-000-1221B07,THEAFLAVIN DIGALLATE,C43H32O20,868.72249,30462-35-2
00201522,120803A05,SL-000-1221,B09,SL-000-1221B09,GAMBOGIC ACID AMIDE,C38H45NO7,627.78485,
00201524,120803A06,SL-000-1221,B11,SL-000-1221B11,DIHYDROGAMBOGIC ACID,C38H46O8,630.78552,
00201538,120803A07,SL-000-1221,B13,SL-000-1221B13,DECAHYDROGAMBOGIC ACID,C38H54O8,638.84928,
00201539,120803A08,SL-000-1221,B15,SL-000-1221B15,GARCINOLIC ACID,C38H46O9,646.78492,
00201540,120803A09,SL-000-1221,B17,SL-000-1221B17,TETRAHYDROGAMBOGIC ACID,C38H48O8,632.80146,
00201580,120803A10,SL-000-1221,B19,SL-000-1221B19,POMIFERIN,C25H24O6,420.46643,572-03-2
00201595,120803A11,SL-000-1221,B21,SL-000-1221B21,OSAJIN,C25H24O5,404.46703,482-53-1
00201602,120803B02,SL-000-1221,D03,SL-000-1221D03,PACHYRRHIZIN,C19H12O6,336.30389,10091-01-7
00201604,120803B03,SL-000-1221,D05,SL-000-1221D05,PYRROMYCIN,C30H35NO11,585.61355,668-17-7
00201605,120803B04,SL-000-1221,D07,SL-000-1221D07,BISANHYDRORUTILANTINONE,C22H16O7,392.36862,749-18-8
00201606,120803B05,SL-000-1221,D09,SL-000-1221D09,RUTILANTINONE,C22H20O9,428.3993,21288-61-9
00201650,120803B06,SL-000-1221,D11,SL-000-1221D11,DERRUBONE,C21H18O6,366.37401,22044-58-2
00201662,120803B07,SL-000-1221,D13,SL-000-1221D13,GRAYANOTOXIN I,C22H36O7,412.52802,4720-09-6
00201664,120803B08,SL-000-1221,D15,SL-000-1221D15,CELASTROL,C29H38O4,450.62381,34157-83-0
00201696,120803B09,SL-000-1221,D17,SL-000-1221D17,LANOSTEROL ACETATE,C32H52O2,468.77004,
00201697,120803B10,SL-000-1221,D19,SL-000-1221D19,EUPHOL,C30H50O,426.7324,514-47-6
00201727,120803B11,SL-000-1221,D21,SL-000-1221D21,EVERNINIC ACID,C8H8O5,184.14996,570-10-5
00200034,120803C02,SL-000-1221,F03,SL-000-1221F03,ATRANORIN,C19H18O8,374.35051,479-20-9
00201716,120803C03,SL-000-1221,F05,SL-000-1221F05,NORSTICTIC ACID,C18H12O9,372.29094,571-67-5
00107022,120803C04,SL-000-1221,F07,SL-000-1221F07,beta-SITOSTEROL,C29H50O,414.72125,83-46-5
00107013,120803C05,SL-000-1221,F09,SL-000-1221F09,SMILAGENIN,C27H44O3,416.64993,126-18-1
00107108,120803C06,SL-000-1221,F11,SL-000-1221F11,"5alpha-ANDROSTAN-3,17-DIONE",C19H28O2,288.43381,
00202130,120803C07,SL-000-1221,F13,SL-000-1221F13,PERSEITOL,C7H16O7,212.20137,527-06-0
00202175,120803C08,SL-000-1221,F15,SL-000-1221F15,12a-HYDROXY-5-DEOXYDEHYDROMUNDUSERONE,C19H18O6,342.35171,
00202178,120803C09,SL-000-1221,F17,SL-000-1221F17,"EPIAFZELECHIN (2R,3R)(-)",C15H14O5,274.27583,24808-04-6
00210186,120803C10,SL-000-1221,F19,SL-000-1221F19,CITRININ,C13H14O5,250.25353,518-75-2
00210203,120803C11,SL-000-1221,F21,SL-000-1221F21,DIHYDROMUNDULETONE,C25H28O6,424.49831,
00210211,120803D02,SL-000-1221,H03,SL-000-1221H03,EPIAFZELECHIN TRIMETHYL ETHER,C18H20O5,316.3571,
00210220,120803D03,SL-000-1221,H05,SL-000-1221H05,CATECHIN TETRAMETHYLETHER,C19H22O6,346.38359,
00205113,120803D04,SL-000-1221,H07,SL-000-1221H07,EPIGALLOCATECHIN,C15H14O7,306.27463,970-74-1
